0,MEROPS,Orthogroup
mpi|P42|17002512|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_2512,A1,OG0007220
mpi|P143|2000812|Fgenesh_Torrubiella_hemipterigena|contig_20_gene_812,A1,OG0007220
mpi|P40|40033|Fgenesh_Torrubiella_hemipterigena|contig_4_gene_33,A1,OG0007220
mpi|P15|200816|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_816,A1,OG0007220
mpi|P50|500606|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_606,A1,OG0007220
mpi|P340|15002509|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_2509,A1,OG0007220
mpi|P45|1200239|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_239,A1,OG0007220
mpi|P57|1000832|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_832,A1,OG0007220
mpi|P10|2800341|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_341,A1,OG0007220
mpi|P67|2200825|Fgenesh_Torrubiella_hemipterigena|contig_22_gene_825,A1,OG0007220
mpi|P51|800741|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_741,A1,OG0007220
mpi|P14|700765|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_765,M14,OG0007253
mpi|P59|2800485|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_485,M14,OG0007253
mpi|P23|3800173|Fgenesh_Torrubiella_hemipterigena|contig_38_gene_173,M14,OG0007253
mpi|P34|13002583|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_2583,M14,OG0007253
mpi|P11|600921|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_921,M14,OG0007253
mpi|P24|2002655|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_2655,M14,OG0007253
mpi|P65|1700128|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_128,M14,OG0007253
mpi|P35|10001474|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_1474,M14,OG0007253
mpi|P29|4500637|Fgenesh_Torrubiella_hemipterigena|contig_45_gene_637,M14,OG0007253
mpi|P612|5700766|Fgenesh_Torrubiella_hemipterigena|contig_57_gene_766,M14,OG0007253
mpi|P68|3700760|Fgenesh_Torrubiella_hemipterigena|contig_37_gene_760,M14,OG0007253
mpi|P21|5001062|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_1062,M14,OG0007253
mpi|P54|3100399|Fgenesh_Torrubiella_hemipterigena|contig_31_gene_399,M14,OG0007253
mpi|P455|5002542|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_2542,M14,OG0007253
mpi|P25|74001844|Fgenesh_Torrubiella_hemipterigena|contig_74_gene_1844,M14,OG0007253
jgi|P117|250869|estExt_fgenesh1_pg.C_20182,M14,OG0007253
mpi|P41|2400774|Fgenesh_Torrubiella_hemipterigena|contig_24_gene_774,M14,OG0007253
mpi|P38|4002566|Fgenesh_Torrubiella_hemipterigena|contig_4_gene_2566,M14,OG0007253
jgi|P16|350219|MIX6220_69_29,M14,OG0007253
mpi|P31|3900703|Fgenesh_Torrubiella_hemipterigena|contig_39_gene_703,M14,OG0007253
mpi|P4|1002566|Fgenesh_Torrubiella_hemipterigena|contig_1_gene_2566,M14,OG0007253
mpi|P6|800392|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_392,M14,OG0007253
mpi|P33|3700128|Fgenesh_Torrubiella_hemipterigena|contig_37_gene_128,M14,OG0007253
mpi|P58|13001822|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_1822,M14,OG0007253
mpi|P22|1300234|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_234,M14,OG0007253
mpi|P27|3200517|Fgenesh_Torrubiella_hemipterigena|contig_32_gene_517,M14,OG0007253
mpi|P56|350061|Fgenesh_Torrubiella_hemipterigena|contig_35_gene_61,M14,OG0007253
mpi|P36|3100777|Fgenesh_Torrubiella_hemipterigena|contig_31_gene_777,M14,OG0007253
mpi|P52|1800107|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_107,M14,OG0007253
mpi|P13|2400165|Fgenesh_Torrubiella_hemipterigena|contig_24_gene_165,M14,OG0007253
mpi|P32|1900780|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_780,M14,OG0007253
mpi|P47|1500588|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_588,M14,OG0007253
mpi|P66|200964|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_964,M14,OG0007253
mpi|P7|4600326|Fgenesh_Torrubiella_hemipterigena|contig_46_gene_326,M14,OG0007253
mpi|P60|5100228|Fgenesh_Torrubiella_hemipterigena|contig_51_gene_228,M14,OG0007253
mpi|P63|1100772|Fgenesh_Torrubiella_hemipterigena|contig_11_gene_772,M14,OG0007253
mpi|P46|680018|Fgenesh_Torrubiella_hemipterigena|contig_68_gene_18,M14,OG0007253
mpi|P49|18001018|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_1018,M14,OG0007253
mpi|P421|34002576|Fgenesh_Torrubiella_hemipterigena|contig_34_gene_2576,M14,OG0007253
mpi|P5|4400135|Fgenesh_Torrubiella_hemipterigena|contig_44_gene_135,M14,OG0007253
mpi|P43|3000783|Fgenesh_Torrubiella_hemipterigena|contig_30_gene_783,M14,OG0007253
mpi|P1|6002606|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_2606,M14,OG0007253
mpi|P19|6700139|Fgenesh_Torrubiella_hemipterigena|contig_67_gene_139,M14,OG0007253
mpi|P44|300764|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_764,M14,OG0007253
mpi|P2|6001516|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_1516,M14,OG0007253
mpi|P28|3300905|Fgenesh_Torrubiella_hemipterigena|contig_33_gene_905,M14,OG0007253
mpi|P9|300755|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_755,M14,OG0007253
mpi|P64|5100119|Fgenesh_Torrubiella_hemipterigena|contig_51_gene_119,M14,OG0007253
mpi|P61|1600769|Fgenesh_Torrubiella_hemipterigena|contig_16_gene_769,M14,OG0007253
mpi|P20|1250043|Fgenesh_Torrubiella_hemipterigena|contig_125_gene_43,M14,OG0007253
mpi|P62|2800595|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_595,M14,OG0007253
mpi|P8|8001098|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_1098,M14,OG0007253
mpi|P18|5000139|Fgenesh_Torrubiella_hemipterigena|contig_50_gene_139,M14,OG0007253
mpi|P12|1500768|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_768,M14,OG0007253
mpi|P17|7400225|Fgenesh_Torrubiella_hemipterigena|contig_74_gene_225,M14,OG0007253
mpi|P39|3100526|Fgenesh_Torrubiella_hemipterigena|contig_31_gene_526,M14,OG0007253
mpi|P3|10002608|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_2608,M14,OG0007253
mpi|P55|700814|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_814,M14,OG0007253
mpi|P26|2300110|Fgenesh_Torrubiella_hemipterigena|contig_23_gene_110,M14,OG0007253
mpi|P48|12002522|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_2522,M14,OG0007253
mpi|P42|17002566|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_2566,M14,OG0007253
mpi|P143|2000759|Fgenesh_Torrubiella_hemipterigena|contig_20_gene_759,M14,OG0007253
mpi|P40|700761|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_761,M14,OG0007253
mpi|P15|200763|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_763,M14,OG0007253
mpi|P50|500658|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_658,M14,OG0007253
mpi|P340|15002562|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_2562,M14,OG0007253
mpi|P45|1200292|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_292,M14,OG0007253
mpi|P57|1000777|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_777,M14,OG0007253
mpi|P10|2800288|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_288,M14,OG0007253
mpi|P67|2200771|Fgenesh_Torrubiella_hemipterigena|contig_22_gene_771,M14,OG0007253
mpi|P51|800796|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_796,M14,OG0007253
mpi|P14|700747|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_747,M64,OG0007265
mpi|P59|2800467|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_467,M64,OG0007265
mpi|P23|3800192|Fgenesh_Torrubiella_hemipterigena|contig_38_gene_192,M64,OG0007265
mpi|P34|13002601|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_2601,M64,OG0007265
mpi|P11|600939|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_939,M64,OG0007265
mpi|P24|2002672|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_2672,M64,OG0007265
mpi|P65|1700144|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_144,M64,OG0007265
mpi|P35|10001491|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_1491,M64,OG0007265
mpi|P29|4500620|Fgenesh_Torrubiella_hemipterigena|contig_45_gene_620,M64,OG0007265
mpi|P612|5700748|Fgenesh_Torrubiella_hemipterigena|contig_57_gene_748,M64,OG0007265
mpi|P68|3700743|Fgenesh_Torrubiella_hemipterigena|contig_37_gene_743,M64,OG0007265
mpi|P21|5001080|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_1080,M64,OG0007265
mpi|P54|3100382|Fgenesh_Torrubiella_hemipterigena|contig_31_gene_382,M64,OG0007265
mpi|P455|5002559|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_2559,M64,OG0007265
mpi|P25|74001861|Fgenesh_Torrubiella_hemipterigena|contig_74_gene_1861,M64,OG0007265
jgi|P117|289660|MIX16157_2_16,M64,OG0007265
mpi|P41|2400791|Fgenesh_Torrubiella_hemipterigena|contig_24_gene_791,M64,OG0007265
mpi|P38|9005|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_5,M64,OG0007265
jgi|P16|326830|gm1.4280_g,M64,OG0007265
mpi|P31|3900685|Fgenesh_Torrubiella_hemipterigena|contig_39_gene_685,M64,OG0007265
mpi|P4|1002601|Fgenesh_Torrubiella_hemipterigena|contig_1_gene_2601,M64,OG0007265
mpi|P6|800409|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_409,M64,OG0007265
mpi|P33|3700146|Fgenesh_Torrubiella_hemipterigena|contig_37_gene_146,M64,OG0007265
mpi|P58|13001840|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_1840,M64,OG0007265
mpi|P22|1300216|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_216,M64,OG0007265
mpi|P27|3200500|Fgenesh_Torrubiella_hemipterigena|contig_32_gene_500,M64,OG0007265
mpi|P56|350078|Fgenesh_Torrubiella_hemipterigena|contig_35_gene_78,M64,OG0007265
mpi|P36|3100760|Fgenesh_Torrubiella_hemipterigena|contig_31_gene_760,M64,OG0007265
mpi|P52|1800124|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_124,M64,OG0007265
mpi|P13|2400147|Fgenesh_Torrubiella_hemipterigena|contig_24_gene_147,M64,OG0007265
mpi|P32|1900762|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_762,M64,OG0007265
mpi|P47|1500604|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_604,M64,OG0007265
mpi|P66|200982|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_982,M64,OG0007265
mpi|P7|4600347|Fgenesh_Torrubiella_hemipterigena|contig_46_gene_347,M64,OG0007265
mpi|P60|5100246|Fgenesh_Torrubiella_hemipterigena|contig_51_gene_246,M64,OG0007265
mpi|P63|1100755|Fgenesh_Torrubiella_hemipterigena|contig_11_gene_755,M64,OG0007265
mpi|P46|43008|Fgenesh_Torrubiella_hemipterigena|contig_43_gene_8,M64,OG0007265
mpi|P49|18001036|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_1036,M64,OG0007265
mpi|P421|34002594|Fgenesh_Torrubiella_hemipterigena|contig_34_gene_2594,M64,OG0007265
mpi|P5|4400117|Fgenesh_Torrubiella_hemipterigena|contig_44_gene_117,M64,OG0007265
mpi|P43|3000765|Fgenesh_Torrubiella_hemipterigena|contig_30_gene_765,M64,OG0007265
mpi|P1|6002624|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_2624,M64,OG0007265
mpi|P19|6700156|Fgenesh_Torrubiella_hemipterigena|contig_67_gene_156,M64,OG0007265
mpi|P44|300746|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_746,M64,OG0007265
mpi|P2|6001540|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_1540,M64,OG0007265
mpi|P28|3300922|Fgenesh_Torrubiella_hemipterigena|contig_33_gene_922,M64,OG0007265
mpi|P9|300739|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_739,M64,OG0007265
mpi|P64|48007|Fgenesh_Torrubiella_hemipterigena|contig_48_gene_7,M64,OG0007265
mpi|P61|1600752|Fgenesh_Torrubiella_hemipterigena|contig_16_gene_752,M64,OG0007265
mpi|P20|1250019|Fgenesh_Torrubiella_hemipterigena|contig_125_gene_19,M64,OG0007265
mpi|P62|2800613|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_613,M64,OG0007265
mpi|P8|8001116|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_1116,M64,OG0007265
mpi|P18|5000156|Fgenesh_Torrubiella_hemipterigena|contig_50_gene_156,M64,OG0007265
mpi|P12|1500750|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_750,M64,OG0007265
mpi|P17|7400243|Fgenesh_Torrubiella_hemipterigena|contig_74_gene_243,M64,OG0007265
mpi|P39|3100543|Fgenesh_Torrubiella_hemipterigena|contig_31_gene_543,M64,OG0007265
mpi|P3|10002626|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_2626,M64,OG0007265
mpi|P55|700796|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_796,M64,OG0007265
mpi|P26|2300127|Fgenesh_Torrubiella_hemipterigena|contig_23_gene_127,M64,OG0007265
mpi|P48|12002539|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_2539,M64,OG0007265
mpi|P42|17002584|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_2584,M64,OG0007265
mpi|P143|2000741|Fgenesh_Torrubiella_hemipterigena|contig_20_gene_741,M64,OG0007265
mpi|P40|700745|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_745,M64,OG0007265
mpi|P15|200746|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_746,M64,OG0007265
mpi|P50|500676|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_676,M64,OG0007265
mpi|P340|15002580|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_2580,M64,OG0007265
mpi|P45|1200310|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_310,M64,OG0007265
mpi|P57|1000758|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_758,M64,OG0007265
mpi|P10|2800270|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_270,M64,OG0007265
mpi|P67|2200752|Fgenesh_Torrubiella_hemipterigena|contig_22_gene_752,M64,OG0007265
mpi|P51|800813|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_813,M64,OG0007265
mpi|P14|700667|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_667,S9,OG0007311
mpi|P59|2800386|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_386,S9,OG0007311
mpi|P23|3800271|Fgenesh_Torrubiella_hemipterigena|contig_38_gene_271,S9,OG0007311
mpi|P34|13002682|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_2682,S9,OG0007311
mpi|P11|6001015|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_1015,S9,OG0007311
mpi|P24|2002751|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_2751,S9,OG0007311
mpi|P65|1700221|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_221,S9,OG0007311
mpi|P35|10001572|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_1572,S9,OG0007311
mpi|P29|4500546|Fgenesh_Torrubiella_hemipterigena|contig_45_gene_546,S9,OG0007311
mpi|P612|5700669|Fgenesh_Torrubiella_hemipterigena|contig_57_gene_669,S9,OG0007311
mpi|P68|3700665|Fgenesh_Torrubiella_hemipterigena|contig_37_gene_665,S9,OG0007311
mpi|P21|5001159|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_1159,S9,OG0007311
mpi|P54|3100304|Fgenesh_Torrubiella_hemipterigena|contig_31_gene_304,S9,OG0007311
mpi|P455|5002638|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_2638,S9,OG0007311
mpi|P25|74001939|Fgenesh_Torrubiella_hemipterigena|contig_74_gene_1939,S9,OG0007311
mpi|P41|2400870|Fgenesh_Torrubiella_hemipterigena|contig_24_gene_870,S9,OG0007311
mpi|P38|90084|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_84,S9,OG0007311
jgi|P16|67203|CE67202_218,S9,OG0007311
mpi|P31|3900606|Fgenesh_Torrubiella_hemipterigena|contig_39_gene_606,S9,OG0007311
mpi|P4|1002680|Fgenesh_Torrubiella_hemipterigena|contig_1_gene_2680,S9,OG0007311
mpi|P6|800488|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_488,S9,OG0007311
mpi|P33|3700229|Fgenesh_Torrubiella_hemipterigena|contig_37_gene_229,S9,OG0007311
mpi|P58|13001923|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_1923,S9,OG0007311
mpi|P22|1300125|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_125,S9,OG0007311
mpi|P27|3200420|Fgenesh_Torrubiella_hemipterigena|contig_32_gene_420,S9,OG0007311
mpi|P56|3500156|Fgenesh_Torrubiella_hemipterigena|contig_35_gene_156,S9,OG0007311
mpi|P36|3100681|Fgenesh_Torrubiella_hemipterigena|contig_31_gene_681,S9,OG0007311
mpi|P52|1800203|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_203,S9,OG0007311
mpi|P13|240069|Fgenesh_Torrubiella_hemipterigena|contig_24_gene_69,S9,OG0007311
mpi|P32|1900679|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_679,S9,OG0007311
mpi|P47|1500682|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_682,S9,OG0007311
mpi|P66|2001060|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_1060,S9,OG0007311
mpi|P7|58001|Fgenesh_Torrubiella_hemipterigena|contig_58_gene_1,S9,OG0007311
mpi|P60|900703|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_703,S9,OG0007311
mpi|P63|1100672|Fgenesh_Torrubiella_hemipterigena|contig_11_gene_672,S9,OG0007311
mpi|P46|4300103|Fgenesh_Torrubiella_hemipterigena|contig_43_gene_103,S9,OG0007311
mpi|P49|18001112|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_1112,S9,OG0007311
mpi|P421|34002673|Fgenesh_Torrubiella_hemipterigena|contig_34_gene_2673,S9,OG0007311
mpi|P5|440039|Fgenesh_Torrubiella_hemipterigena|contig_44_gene_39,S9,OG0007311
mpi|P43|3000685|Fgenesh_Torrubiella_hemipterigena|contig_30_gene_685,S9,OG0007311
mpi|P1|6002707|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_2707,S9,OG0007311
mpi|P19|6700234|Fgenesh_Torrubiella_hemipterigena|contig_67_gene_234,S9,OG0007311
mpi|P44|300668|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_668,S9,OG0007311
mpi|P2|6001637|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_1637,S9,OG0007311
mpi|P28|33001002|Fgenesh_Torrubiella_hemipterigena|contig_33_gene_1002,S9,OG0007311
mpi|P9|300661|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_661,S9,OG0007311
mpi|P64|510035|Fgenesh_Torrubiella_hemipterigena|contig_51_gene_35,S9,OG0007311
mpi|P61|1600671|Fgenesh_Torrubiella_hemipterigena|contig_16_gene_671,S9,OG0007311
mpi|P20|1260081|Fgenesh_Torrubiella_hemipterigena|contig_126_gene_81,S9,OG0007311
mpi|P62|2800695|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_695,S9,OG0007311
mpi|P8|8001197|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_1197,S9,OG0007311
mpi|P18|5000234|Fgenesh_Torrubiella_hemipterigena|contig_50_gene_234,S9,OG0007311
mpi|P12|1500674|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_674,S9,OG0007311
mpi|P17|7400321|Fgenesh_Torrubiella_hemipterigena|contig_74_gene_321,S9,OG0007311
mpi|P39|3100620|Fgenesh_Torrubiella_hemipterigena|contig_31_gene_620,S9,OG0007311
mpi|P3|10002703|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_2703,S9,OG0007311
mpi|P55|700714|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_714,S9,OG0007311
mpi|P26|2300207|Fgenesh_Torrubiella_hemipterigena|contig_23_gene_207,S9,OG0007311
mpi|P48|12002617|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_2617,S9,OG0007311
mpi|P42|2100663|Fgenesh_Torrubiella_hemipterigena|contig_21_gene_663,S9,OG0007311
mpi|P143|2000661|Fgenesh_Torrubiella_hemipterigena|contig_20_gene_661,S9,OG0007311
mpi|P40|700668|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_668,S9,OG0007311
mpi|P15|200667|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_667,S9,OG0007311
mpi|P50|500755|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_755,S9,OG0007311
mpi|P340|15002658|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_2658,S9,OG0007311
mpi|P45|1200389|Fgenesh_Torrubiella_hemipterigena|contig_12_gene_389,S9,OG0007311
mpi|P57|1000673|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_673,S9,OG0007311
mpi|P10|2800194|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_194,S9,OG0007311
mpi|P67|2200671|Fgenesh_Torrubiella_hemipterigena|contig_22_gene_671,S9,OG0007311
mpi|P51|800892|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_892,S9,OG0007311
mpi|P14|700647|Fgenesh_Torrubiella_hemipterigena|contig_7_gene_647,S10,OG0007322
mpi|P59|2800366|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_366,S10,OG0007322
mpi|P23|3800288|Fgenesh_Torrubiella_hemipterigena|contig_38_gene_288,S10,OG0007322
mpi|P34|13002702|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_2702,S10,OG0007322
mpi|P11|6001033|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_1033,S10,OG0007322
mpi|P24|2002771|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_2771,S10,OG0007322
mpi|P65|1700241|Fgenesh_Torrubiella_hemipterigena|contig_17_gene_241,S10,OG0007322
mpi|P35|10001592|Fgenesh_Torrubiella_hemipterigena|contig_10_gene_1592,S10,OG0007322
mpi|P29|4500526|Fgenesh_Torrubiella_hemipterigena|contig_45_gene_526,S10,OG0007322
mpi|P612|5700649|Fgenesh_Torrubiella_hemipterigena|contig_57_gene_649,S10,OG0007322
mpi|P68|3700645|Fgenesh_Torrubiella_hemipterigena|contig_37_gene_645,S10,OG0007322
mpi|P21|5001180|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_1180,S10,OG0007322
mpi|P54|3100284|Fgenesh_Torrubiella_hemipterigena|contig_31_gene_284,S10,OG0007322
mpi|P455|5002658|Fgenesh_Torrubiella_hemipterigena|contig_5_gene_2658,S10,OG0007322
mpi|P25|74001958|Fgenesh_Torrubiella_hemipterigena|contig_74_gene_1958,S10,OG0007322
mpi|P41|270016|Fgenesh_Torrubiella_hemipterigena|contig_27_gene_16,S10,OG0007322
mpi|P38|900104|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_104,S10,OG0007322
jgi|P16|67319|CE67318_11890,S10,OG0007322
mpi|P31|3900585|Fgenesh_Torrubiella_hemipterigena|contig_39_gene_585,S10,OG0007322
mpi|P4|210016|Fgenesh_Torrubiella_hemipterigena|contig_21_gene_16,S10,OG0007322
mpi|P6|800506|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_506,S10,OG0007322
mpi|P33|3700249|Fgenesh_Torrubiella_hemipterigena|contig_37_gene_249,S10,OG0007322
mpi|P58|13001943|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_1943,S10,OG0007322
mpi|P22|1300106|Fgenesh_Torrubiella_hemipterigena|contig_13_gene_106,S10,OG0007322
mpi|P27|3200400|Fgenesh_Torrubiella_hemipterigena|contig_32_gene_400,S10,OG0007322
mpi|P56|3500176|Fgenesh_Torrubiella_hemipterigena|contig_35_gene_176,S10,OG0007322
mpi|P36|3100661|Fgenesh_Torrubiella_hemipterigena|contig_31_gene_661,S10,OG0007322
mpi|P52|1800220|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_220,S10,OG0007322
mpi|P13|240049|Fgenesh_Torrubiella_hemipterigena|contig_24_gene_49,S10,OG0007322
mpi|P32|1900659|Fgenesh_Torrubiella_hemipterigena|contig_19_gene_659,S10,OG0007322
mpi|P47|1500705|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_705,S10,OG0007322
mpi|P66|2001080|Fgenesh_Torrubiella_hemipterigena|contig_2_gene_1080,S10,OG0007322
mpi|P7|580020|Fgenesh_Torrubiella_hemipterigena|contig_58_gene_20,S10,OG0007322
mpi|P60|900683|Fgenesh_Torrubiella_hemipterigena|contig_9_gene_683,S10,OG0007322
mpi|P63|1100653|Fgenesh_Torrubiella_hemipterigena|contig_11_gene_653,S10,OG0007322
mpi|P46|4300122|Fgenesh_Torrubiella_hemipterigena|contig_43_gene_122,S10,OG0007322
mpi|P49|18001131|Fgenesh_Torrubiella_hemipterigena|contig_18_gene_1131,S10,OG0007322
mpi|P421|34002693|Fgenesh_Torrubiella_hemipterigena|contig_34_gene_2693,S10,OG0007322
mpi|P5|440020|Fgenesh_Torrubiella_hemipterigena|contig_44_gene_20,S10,OG0007322
mpi|P43|3000665|Fgenesh_Torrubiella_hemipterigena|contig_30_gene_665,S10,OG0007322
mpi|P1|6002727|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_2727,S10,OG0007322
mpi|P19|6700254|Fgenesh_Torrubiella_hemipterigena|contig_67_gene_254,S10,OG0007322
mpi|P44|300648|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_648,S10,OG0007322
mpi|P2|6001657|Fgenesh_Torrubiella_hemipterigena|contig_6_gene_1657,S10,OG0007322
mpi|P28|33001022|Fgenesh_Torrubiella_hemipterigena|contig_33_gene_1022,S10,OG0007322
mpi|P9|300642|Fgenesh_Torrubiella_hemipterigena|contig_3_gene_642,S10,OG0007322
mpi|P64|510019|Fgenesh_Torrubiella_hemipterigena|contig_51_gene_19,S10,OG0007322
mpi|P61|1600652|Fgenesh_Torrubiella_hemipterigena|contig_16_gene_652,S10,OG0007322
mpi|P20|12600100|Fgenesh_Torrubiella_hemipterigena|contig_126_gene_100,S10,OG0007322
mpi|P62|2800715|Fgenesh_Torrubiella_hemipterigena|contig_28_gene_715,S10,OG0007322
mpi|P8|8001218|Fgenesh_Torrubiella_hemipterigena|contig_8_gene_1218,S10,OG0007322
mpi|P18|5000254|Fgenesh_Torrubiella_hemipterigena|contig_50_gene_254,S10,OG0007322
mpi|P12|1500656|Fgenesh_Torrubiella_hemipterigena|contig_15_gene_656,S10,OG0007322
